ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
88,2023-03-11 14:30:00,13.57,0.97,21.02
89,2023-03-11 14:40:00,13.18,0.97,21.39
90,2023-03-11 14:50:00,13.22,0.97,21.49
91,2023-03-11 15:00:00,12.92,0.97,21.74
92,2023-03-11 15:10:00,13.02,0.97,21.94
93,2023-03-11 15:20:00,12.15,0.97,22.2
94,2023-03-11 15:30:00,12.47,0.97,22.26
95,2023-03-11 15:40:00,12.7,0.97,22.29
96,2023-03-11 15:50:00,12.55,0.96,22.4
97,2023-03-11 16:00:00,12.98,0.97,22.33
98,2023-03-11 16:10:00,11.39,0.9,22.69
99,2023-03-11 16:20:00,12.46,0.97,22.57
100,2023-03-11 16:30:00,11.17,0.9,22.9
101,2023-03-11 16:40:00,11.29,0.92,22.78
102,2023-03-11 16:50:00,10.57,0.86,22.86
103,2023-03-11 17:00:00,10.48,0.85,22.65
104,2023-03-11 17:10:00,11.07,0.91,22.32
105,2023-03-11 17:20:00,10.9,0.92,22.12
106,2023-03-11 17:30:00,10.66,0.89,21.93
107,2023-03-11 17:40:00,10.23,0.8,21.93
108,2023-03-11 17:50:00,8.79,0.64,21.96
109,2023-03-11 18:00:00,8.29,0.6,21.62
110,2023-03-11 18:10:00,9.89,0.8,21.4
111,2023-03-11 18:20:00,10.65,0.86,21.37
112,2023-03-11 18:30:00,11.07,0.96,21.34
113,2023-03-11 18:40:00,11.67,0.97,21.41
114,2023-03-11 18:50:00,11.74,0.97,21.79
115,2023-03-11 19:00:00,10.09,0.75,21.64
116,2023-03-11 19:10:00,8.78,0.6,21.9
117,2023-03-11 19:20:00,9.54,0.66,21.74
118,2023-03-11 19:30:00,10.64,0.81,21.57
119,2023-03-11 19:40:00,10.99,0.88,21.83
120,2023-03-11 19:50:00,11.69,0.97,21.89
121,2023-03-11 20:00:00,12.72,0.97,22.03
122,2023-03-11 20:10:00,12.48,0.97,21.98
123,2023-03-11 20:20:00,12.17,0.97,22.17
124,2023-03-11 20:30:00,11.63,0.9,22.15
125,2023-03-11 20:40:00,8.31,0.55,21.62
126,2023-03-11 20:50:00,6.13,0.28,20.68
127,2023-03-11 21:00:00,9.71,0.76,21.42
128,2023-03-11 21:10:00,9.99,0.81,21.55
129,2023-03-11 21:20:00,8.19,0.59,20.49
130,2023-03-11 21:30:00,4.19,0.13,17.71
131,2023-03-11 21:40:00,6.91,0.33,17.84
132,2023-03-11 21:50:00,10.23,0.72,19.11
133,2023-03-11 22:00:00,10.02,0.67,19.13
134,2023-03-11 22:10:00,10.34,0.69,18.9
135,2023-03-11 22:20:00,10.03,0.66,18.61
136,2023-03-11 22:30:00,8.02,0.48,17.74
137,2023-03-11 22:40:00,8.81,0.59,18.21
138,2023-03-11 22:50:00,8.68,0.55,18.25
139,2023-03-11 23:00:00,6.43,0.27,17.61
140,2023-03-11 23:10:00,6.26,0.28,16.84
141,2023-03-11 23:20:00,7.42,0.4,17.51
142,2023-03-11 23:30:00,7.12,0.36,17.32
143,2023-03-11 23:40:00,6.88,0.35,16.93
144,2023-03-11 23:50:00,6.65,0.31,16.71
145,2023-03-12 0:00:00,7.35,0.29,17.3
146,2023-03-12 0:10:00,7.08,0.32,16.5
147,2023-03-12 0:20:00,6.76,0.34,16.06
148,2023-03-12 0:30:00,8.82,0.5,17.06
149,2023-03-12 0:40:00,8.35,0.49,17.62
150,2023-03-12 0:50:00,8.12,0.47,17.85
151,2023-03-12 1:00:00,7.81,0.37,17.6
152,2023-03-12 1:10:00,7.35,0.31,17.5
153,2023-03-12 1:20:00,7.01,0.26,17.12
154,2023-03-12 1:30:00,6.84,0.28,16.51
155,2023-03-12 1:40:00,6.94,0.24,17.06
156,2023-03-12 1:50:00,6.71,0.26,17.18
157,2023-03-12 2:00:00,6.46,0.2,17.24
158,2023-03-12 2:10:00,6.68,0.22,16.79
159,2023-03-12 2:20:00,5.14,0.12,17.3
160,2023-03-12 2:30:00,4.63,0.08,17.58
161,2023-03-12 2:40:00,2.74,0.01,17.46
162,2023-03-12 2:50:00,1.73,0.01,17.27
163,2023-03-12 3:00:00,2.27,0.01,17
164,2023-03-12 3:10:00,1.3,0.01,17.01
165,2023-03-12 3:20:00,1.38,0.01,16.53
166,2023-03-12 3:30:00,1.38,0.01,16.29
167,2023-03-12 3:40:00,1.71,0.01,16.21
168,2023-03-12 3:50:00,2.56,0,16.67
169,2023-03-12 4:00:00,3.04,0.03,17.19
170,2023-03-12 4:10:00,3.08,0.04,16.84
171,2023-03-12 4:20:00,3.92,0.08,16.62
172,2023-03-12 4:30:00,3.29,0.04,16.41
173,2023-03-12 4:40:00,2.64,0.02,16.34
174,2023-03-12 4:50:00,2.08,0.01,16.51
175,2023-03-12 5:00:00,1.5,0.01,16.22
176,2023-03-12 5:10:00,1.96,0.01,16.14
177,2023-03-12 5:20:00,2.61,0,16.05
178,2023-03-12 5:30:00,2.03,0.01,15.85
179,2023-03-12 5:40:00,2.7,0.01,15.59
180,2023-03-12 5:50:00,1.49,0.01,15.29
181,2023-03-12 6:00:00,0.89,0.01,14.79
182,2023-03-12 6:10:00,1.09,0.01,14.49
183,2023-03-12 6:20:00,0.87,0.01,14.29
184,2023-03-12 6:30:00,0.68,0.01,14.1
185,2023-03-12 6:40:00,0.97,0.01,14.21
186,2023-03-12 6:50:00,1.79,0.01,14.78
187,2023-03-12 7:00:00,2.51,0.01,14.68
188,2023-03-12 7:10:00,4.05,0.07,14.89
189,2023-03-12 7:20:00,9.07,0.6,15.09
190,2023-03-12 7:30:00,9.5,0.71,13.25
191,2023-03-12 7:40:00,7.86,0.44,13.03
192,2023-03-12 7:50:00,7.64,0.41,13.03
193,2023-03-12 8:00:00,8.6,0.59,13.42
194,2023-03-12 8:10:00,8.16,0.52,14.01
195,2023-03-12 8:20:00,7.35,0.4,14.15
196,2023-03-12 8:30:00,7.45,0.4,14.47
197,2023-03-12 8:40:00,7.83,0.48,14.41
198,2023-03-12 8:50:00,7.23,0.38,14.52
199,2023-03-12 9:00:00,7.11,0.39,14.7
200,2023-03-12 9:10:00,9.52,0.75,15.27
201,2023-03-12 9:20:00,8.55,0.64,15.51
202,2023-03-12 9:30:00,8.81,0.64,15.67
203,2023-03-12 9:40:00,8.71,0.61,15.92
204,2023-03-12 9:50:00,7.06,0.36,16.21
205,2023-03-12 10:00:00,5.95,0.24,16.35
206,2023-03-12 10:10:00,5.39,0.15,16.62
207,2023-03-12 10:20:00,6.04,0.24,16.61
208,2023-03-12 10:30:00,6.41,0.26,17.09
209,2023-03-12 10:40:00,6.25,0.26,17.12
210,2023-03-12 10:50:00,5.76,0.18,17.44
211,2023-03-12 11:00:00,6.42,0.28,17.47
212,2023-03-12 11:10:00,6.56,0.29,17.37
213,2023-03-12 11:20:00,5.78,0.18,17.71
214,2023-03-12 11:30:00,5.69,0.18,17.99
215,2023-03-12 11:40:00,5.32,0.17,18.11
216,2023-03-12 11:50:00,7.21,0.42,17.85
217,2023-03-12 12:00:00,8.08,0.51,18.25
218,2023-03-12 12:10:00,7.11,0.34,18.72
219,2023-03-12 12:20:00,7.25,0.37,18.44
220,2023-03-12 12:30:00,7.64,0.45,18.19
221,2023-03-12 12:40:00,6.51,0.29,18
222,2023-03-12 12:50:00,5.97,0.21,18.17
223,2023-03-12 13:00:00,6.18,0.22,18.04
224,2023-03-12 13:10:00,6.6,0.29,18.06
225,2023-03-12 13:20:00,6.15,0.24,18.07
226,2023-03-12 13:30:00,6.73,0.29,18.01
227,2023-03-12 13:40:00,6.63,0.31,18.36
228,2023-03-12 13:50:00,7.17,0.35,18.3
229,2023-03-12 14:00:00,6.74,0.31,18.8
230,2023-03-12 14:10:00,7.6,0.4,18.87
231,2023-03-12 14:20:00,6.84,0.34,19.15
232,2023-03-12 14:30:00,6.12,0.22,19.25
233,2023-03-12 14:40:00,7.2,0.36,19.1
234,2023-03-12 14:50:00,6.62,0.3,19.36
235,2023-03-12 15:00:00,7.94,0.45,19.23
236,2023-03-12 15:10:00,8.22,0.5,19.25
237,2023-03-12 15:20:00,9.05,0.65,19.19
238,2023-03-12 15:30:00,9.83,0.81,19.25
239,2023-03-12 15:40:00,10.25,0.82,19.35
240,2023-03-12 15:50:00,10.43,0.9,19.17
241,2023-03-12 16:00:00,10.78,0.94,19.17
242,2023-03-12 16:10:00,10.75,0.91,19.19
243,2023-03-12 16:20:00,11.35,0.97,19.13
244,2023-03-12 16:30:00,12.12,0.97,19.19
245,2023-03-12 16:40:00,12.15,0.97,19.23
246,2023-03-12 16:50:00,13.11,0.97,19.01
247,2023-03-12 17:00:00,13.64,0.97,18.69
248,2023-03-12 17:10:00,13.77,0.97,18.53
249,2023-03-12 17:20:00,14.29,0.97,18.35
250,2023-03-12 17:30:00,13.34,0.97,18.09
251,2023-03-12 17:40:00,13.93,0.97,17.33
252,2023-03-12 17:50:00,14.07,0.97,16.9
253,2023-03-12 18:00:00,13.75,0.97,16.5
254,2023-03-12 18:10:00,13.55,0.97,16.27
255,2023-03-12 18:20:00,14.25,0.97,15.99
256,2023-03-12 18:30:00,14.12,0.97,15.83
257,2023-03-12 18:40:00,14.69,0.97,15.56
258,2023-03-12 18:50:00,14.79,0.97,15.23
259,2023-03-12 19:00:00,14.29,0.97,15.05
260,2023-03-12 19:10:00,15.44,0.97,14.74
261,2023-03-12 19:20:00,14.73,0.97,14.55
262,2023-03-12 19:30:00,14.09,0.97,14.51
263,2023-03-12 19:40:00,14,0.97,14.47
264,2023-03-12 19:50:00,13.67,0.97,14.46
265,2023-03-12 20:00:00,13.12,0.97,14.36
266,2023-03-12 20:10:00,12.62,0.97,14.32
267,2023-03-12 20:20:00,13.34,0.97,14.21
268,2023-03-12 20:30:00,13.72,0.97,14.21
269,2023-03-12 20:40:00,14.32,0.97,14.18
270,2023-03-12 20:50:00,14.04,0.97,14.15
271,2023-03-12 21:00:00,13.93,0.97,14.15
272,2023-03-12 21:10:00,13.88,0.97,14.1
273,2023-03-12 21:20:00,13.85,0.97,13.99
274,2023-03-12 21:30:00,13.81,0.97,13.93
275,2023-03-12 21:40:00,13.95,0.97,13.88
276,2023-03-12 21:50:00,13.31,0.97,13.92
277,2023-03-12 22:00:00,13.93,0.97,13.91
278,2023-03-12 22:10:00,13.95,0.97,13.86
279,2023-03-12 22:20:00,13.57,0.97,13.72
280,2023-03-12 22:30:00,13.46,0.97,13.73
281,2023-03-12 22:40:00,13.33,0.97,13.72
282,2023-03-12 22:50:00,13.42,0.97,13.69
283,2023-03-12 23:00:00,13.67,0.97,13.64
284,2023-03-12 23:10:00,13.25,0.97,13.58
285,2023-03-12 23:20:00,12.96,0.97,13.58
286,2023-03-12 23:30:00,13.5,0.97,13.58
287,2023-03-12 23:40:00,13.94,0.97,13.48
288,2023-03-12 23:50:00,13.93,0.97,13.48
289,2023-03-13 0:00:00,13.89,0.97,13.49
290,2023-03-13 0:10:00,13.78,0.97,13.5
291,2023-03-13 0:20:00,13.56,0.97,13.5
292,2023-03-13 0:30:00,14.2,0.97,13.35
293,2023-03-13 0:40:00,14.6,0.97,13.14
294,2023-03-13 0:50:00,15.05,0.97,12.96
295,2023-03-13 1:00:00,15.8,0.97,12.47
296,2023-03-13 1:10:00,14.9,0.97,12.03
297,2023-03-13 1:20:00,14.76,0.97,11.61
298,2023-03-13 1:30:00,15.25,0.97,11.21
299,2023-03-13 1:40:00,14.48,0.97,11.17
300,2023-03-13 1:50:00,14.46,0.97,11.04
301,2023-03-13 2:00:00,14.95,0.97,10.96
302,2023-03-13 2:10:00,15.08,0.97,10.99
303,2023-03-13 2:20:00,14.89,0.97,10.94
304,2023-03-13 2:30:00,15.21,0.97,10.95
305,2023-03-13 2:40:00,14.94,0.97,10.98
306,2023-03-13 2:50:00,14.54,0.97,11.02
307,2023-03-13 3:00:00,14.09,0.97,10.93
308,2023-03-13 3:10:00,13.89,0.97,10.86
309,2023-03-13 3:20:00,14.95,0.97,10.8
310,2023-03-13 3:30:00,15.15,0.97,10.51
311,2023-03-13 3:40:00,15.8,0.97,10.32
312,2023-03-13 3:50:00,15.44,0.97,10.15
313,2023-03-13 4:00:00,15.07,0.97,10.08
314,2023-03-13 4:10:00,15.28,0.97,9.95
315,2023-03-13 4:20:00,14.76,0.97,9.88
316,2023-03-13 4:30:00,15.59,0.97,9.89
317,2023-03-13 4:40:00,15.2,0.97,9.81
318,2023-03-13 4:50:00,15.37,0.97,9.69
319,2023-03-13 5:00:00,15.65,0.97,9.65
320,2023-03-13 5:10:00,15.41,0.97,9.59
321,2023-03-13 5:20:00,14.91,0.97,9.57
322,2023-03-13 5:30:00,15.05,0.97,9.5
323,2023-03-13 5:40:00,14.53,0.97,9.4
324,2023-03-13 5:50:00,14.96,0.97,9.27
325,2023-03-13 6:00:00,14.09,0.97,9.2
326,2023-03-13 6:10:00,13.19,0.97,9.12
327,2023-03-13 6:20:00,13.85,0.97,9.02
328,2023-03-13 6:30:00,13.25,0.97,8.92
329,2023-03-13 6:40:00,13.43,0.97,8.8
330,2023-03-13 6:50:00,13.33,0.97,8.77
331,2023-03-13 7:00:00,13.51,0.97,8.68
332,2023-03-13 7:10:00,13.68,0.97,8.68
333,2023-03-13 7:20:00,13.33,0.97,8.69
334,2023-03-13 7:30:00,13.99,0.97,8.66
335,2023-03-13 7:40:00,13.74,0.97,8.64
336,2023-03-13 7:50:00,13.13,0.97,8.58
337,2023-03-13 8:00:00,13.13,0.97,8.63
338,2023-03-13 8:10:00,12.69,0.97,8.73
339,2023-03-13 8:20:00,13.53,0.97,8.67
340,2023-03-13 8:30:00,14.21,0.97,8.43
341,2023-03-13 8:40:00,13.82,0.97,8.47
342,2023-03-13 8:50:00,13.67,0.97,8.39
343,2023-03-13 9:00:00,12.58,0.97,8.32
344,2023-03-13 9:10:00,12.14,0.97,8.46
345,2023-03-13 9:20:00,12.57,0.97,8.41
346,2023-03-13 9:30:00,13.2,0.97,8.29
347,2023-03-13 9:40:00,13.74,0.97,8.2
348,2023-03-13 9:50:00,13.69,0.97,8.1
349,2023-03-13 10:00:00,13.22,0.97,8.14
350,2023-03-13 10:10:00,12.21,0.97,8.31
351,2023-03-13 10:20:00,13.01,0.97,8.58
352,2023-03-13 10:30:00,12.33,0.97,8.58
353,2023-03-13 10:40:00,11.59,0.97,8.41
354,2023-03-13 10:50:00,12.68,0.97,8.57
355,2023-03-13 11:00:00,13.64,0.97,8.16
356,2023-03-13 11:10:00,13.21,0.97,8.12
357,2023-03-13 11:20:00,13.33,0.97,8.15
358,2023-03-13 11:30:00,12.29,0.97,8.44
359,2023-03-13 11:40:00,12.86,0.97,8.66
360,2023-03-13 11:50:00,13.62,0.97,8.75
361,2023-03-13 12:00:00,13.58,0.97,8.92
362,2023-03-13 12:10:00,13.85,0.97,9.22
363,2023-03-13 12:20:00,13.86,0.97,9.52
364,2023-03-13 12:30:00,14.49,0.97,9.83
365,2023-03-13 12:40:00,14.12,0.97,9.89
366,2023-03-13 12:50:00,13.83,0.97,9.9
367,2023-03-13 13:00:00,13.47,0.97,10.04
368,2023-03-13 13:10:00,13.49,0.97,10.24
369,2023-03-13 13:20:00,13.4,0.97,10.47
370,2023-03-13 13:30:00,13.94,0.97,10.19
371,2023-03-13 13:40:00,13.85,0.97,10.44
372,2023-03-13 13:50:00,13.46,0.97,11.02
373,2023-03-13 14:00:00,13.5,0.97,10.86
374,2023-03-13 14:10:00,13.1,0.97,10.89
375,2023-03-13 14:20:00,13.32,0.97,10.56
376,2023-03-13 14:30:00,13.1,0.97,10.46
377,2023-03-13 14:40:00,12.48,0.97,10.59
378,2023-03-13 14:50:00,12.74,0.97,10.61
379,2023-03-13 15:00:00,12.96,0.97,10.59
380,2023-03-13 15:10:00,12.69,0.97,10.32
381,2023-03-13 15:20:00,12.06,0.97,10.29
382,2023-03-13 15:30:00,12.06,0.97,10.1
383,2023-03-13 15:40:00,12.13,0.97,9.98
384,2023-03-13 15:50:00,11.98,0.97,10.11
385,2023-03-13 16:00:00,11.79,0.97,10.12
386,2023-03-13 16:10:00,11.6,0.94,10.22
387,2023-03-13 16:20:00,11.87,0.97,10.12
388,2023-03-13 16:30:00,11.73,0.97,10.09
389,2023-03-13 16:40:00,11.13,0.96,10.1
390,2023-03-13 16:50:00,11.41,0.97,10.02
391,2023-03-13 17:00:00,11.64,0.97,9.94
392,2023-03-13 17:10:00,11.89,0.97,10
393,2023-03-13 17:20:00,11.44,0.97,10.1
394,2023-03-13 17:30:00,11.44,0.97,10.03
395,2023-03-13 17:40:00,11.99,0.97,9.87
396,2023-03-13 17:50:00,11.03,0.97,9.99
397,2023-03-13 18:00:00,12.31,0.97,9.78
398,2023-03-13 18:10:00,11.29,0.97,9.77
399,2023-03-13 18:20:00,11.52,0.97,9.58
400,2023-03-13 18:30:00,12.03,0.97,9.51
401,2023-03-13 18:40:00,11.79,0.97,9.44
402,2023-03-13 18:50:00,11.34,0.97,9.35
403,2023-03-13 19:00:00,11.56,0.97,9.27
404,2023-03-13 19:10:00,11.7,0.97,9.26
405,2023-03-13 19:20:00,11.46,0.97,9.16
406,2023-03-13 19:30:00,10.95,0.97,9.1
407,2023-03-13 19:40:00,11.3,0.97,8.98
408,2023-03-13 19:50:00,11.81,0.97,8.86
409,2023-03-13 20:00:00,11.08,0.97,8.88
410,2023-03-13 20:10:00,10.99,0.97,8.83
411,2023-03-13 20:20:00,11.17,0.97,8.67
412,2023-03-13 20:30:00,11.22,0.97,8.44
413,2023-03-13 20:40:00,10.5,0.91,8.48
414,2023-03-13 20:50:00,10.53,0.89,8.45
415,2023-03-13 21:00:00,10.15,0.84,8.48
416,2023-03-13 21:10:00,10.22,0.89,8.55
417,2023-03-13 21:20:00,9.87,0.83,8.64
418,2023-03-13 21:30:00,10.2,0.9,8.53
419,2023-03-13 21:40:00,10.55,0.95,8.47
420,2023-03-13 21:50:00,10.25,0.9,8.53
421,2023-03-13 22:00:00,9.84,0.81,8.56
422,2023-03-13 22:10:00,9.76,0.79,8.56
423,2023-03-13 22:20:00,9.62,0.77,8.56
424,2023-03-13 22:30:00,10.16,0.85,8.37
425,2023-03-13 22:40:00,10.03,0.82,8.31
426,2023-03-13 22:50:00,9.04,0.67,8.36
427,2023-03-13 23:00:00,8.46,0.54,8.15
428,2023-03-13 23:10:00,9.09,0.7,7.69
429,2023-03-13 23:20:00,8.61,0.59,7.71
430,2023-03-13 23:30:00,7.27,0.37,7.85
431,2023-03-13 23:40:00,5.64,0.16,7.95
432,2023-03-13 23:50:00,5.02,0.11,7.92
433,2023-03-14 0:00:00,4.82,0.1,7.82
434,2023-03-14 0:10:00,3.97,0.01,6.69
435,2023-03-14 0:20:00,3.55,0.02,6.81
436,2023-03-14 0:30:00,3.2,0.02,6.63
437,2023-03-14 0:40:00,3.68,0.01,6.36
438,2023-03-14 0:50:00,4.04,0.01,6.08
439,2023-03-14 1:00:00,2.58,0.01,6.21
440,2023-03-14 1:10:00,2.89,0.01,6.15
441,2023-03-14 1:20:00,3.91,0.01,6
442,2023-03-14 1:30:00,3.06,0,6.17
443,2023-03-14 1:40:00,1.56,0.01,6.71
444,2023-03-14 1:50:00,1.06,0.01,6.81
445,2023-03-14 2:00:00,0.62,0.01,6.96
446,2023-03-14 2:10:00,0.79,0.01,6.95
447,2023-03-14 2:20:00,1.55,0.01,6.68
448,2023-03-14 2:30:00,1.83,0.01,6.77
449,2023-03-14 2:40:00,1.44,0.01,6.55
450,2023-03-14 2:50:00,1.42,0.01,6.77
451,2023-03-14 3:00:00,1.85,0.01,6.39
452,2023-03-14 3:10:00,3.54,0.01,6.14
453,2023-03-14 3:20:00,3.13,0,6.42
454,2023-03-14 3:30:00,1.85,0.01,6.46
455,2023-03-14 3:40:00,1.17,0.01,6.52
456,2023-03-14 3:50:00,1.13,0.01,6.69
457,2023-03-14 4:00:00,1.7,0.01,6.28
458,2023-03-14 4:10:00,2.98,0.01,5.91
459,2023-03-14 4:20:00,2.12,0.01,5.66
460,2023-03-14 4:30:00,2.15,0.01,5.46
461,2023-03-14 4:40:00,2.49,0.01,5.18
462,2023-03-14 4:50:00,2.83,0.01,5.07
463,2023-03-14 5:00:00,3.19,0.01,4.87
464,2023-03-14 5:10:00,2.98,0.01,4.73
465,2023-03-14 5:20:00,2.48,0.01,4.87
466,2023-03-14 5:30:00,3.62,0,4.71
467,2023-03-14 5:40:00,2.86,0,4.81
468,2023-03-14 5:50:00,2.32,0.01,4.89
469,2023-03-14 6:00:00,2.47,0.01,4.82
470,2023-03-14 6:10:00,1.71,0.01,4.88
471,2023-03-14 6:20:00,1.57,0.01,4.91
472,2023-03-14 6:30:00,1.33,0.01,4.94
473,2023-03-14 6:40:00,0.79,0.01,5.14
474,2023-03-14 6:50:00,0.36,0.01,5.53
475,2023-03-14 7:00:00,0.55,0.01,4.9
476,2023-03-14 7:10:00,0.9,0.01,4.61
477,2023-03-14 7:20:00,0.94,0.01,4.65
478,2023-03-14 7:30:00,0.95,0.01,4.72
479,2023-03-14 7:40:00,1.26,0.01,4.78
480,2023-03-14 7:50:00,1.42,0.01,4.76
481,2023-03-14 8:00:00,1.43,0.01,4.74
482,2023-03-14 8:10:00,1.5,0.01,4.74
483,2023-03-14 8:20:00,1.84,0.01,5.23
484,2023-03-14 8:30:00,1.49,0.01,5.63
485,2023-03-14 8:40:00,1.51,0.01,6.13
486,2023-03-14 8:50:00,1.83,0.01,6.16
487,2023-03-14 9:00:00,2.34,0.01,6.23
488,2023-03-14 9:10:00,3.26,0.01,6.06
489,2023-03-14 9:20:00,3.86,0.02,6.04
490,2023-03-14 9:30:00,3.16,0.01,6.5
491,2023-03-14 9:40:00,3.42,0.02,7.18
492,2023-03-14 9:50:00,4.28,0.07,7.79
493,2023-03-14 10:00:00,5.17,0.12,8.45
494,2023-03-14 10:10:00,6.85,0.29,9
495,2023-03-14 10:20:00,7.84,0.45,9.05
496,2023-03-14 10:30:00,7.91,0.5,9.16
497,2023-03-14 10:40:00,9.05,0.69,8.96
498,2023-03-14 10:50:00,8.72,0.65,9.16
499,2023-03-14 11:00:00,8.42,0.56,9.65
500,2023-03-14 11:10:00,8.66,0.63,9.86
501,2023-03-14 11:20:00,8.63,0.62,10.2
502,2023-03-14 11:30:00,8.96,0.65,10.51
503,2023-03-14 11:40:00,8.5,0.62,10.61
504,2023-03-14 11:50:00,8.93,0.68,10.73
505,2023-03-14 12:00:00,8.85,0.65,10.88
506,2023-03-14 12:10:00,8.64,0.58,11.15
507,2023-03-14 12:20:00,8.97,0.67,11.16
508,2023-03-14 12:30:00,8.77,0.6,11.55
509,2023-03-14 12:40:00,9.14,0.66,11.79
510,2023-03-14 12:50:00,9.04,0.75,11.86
511,2023-03-14 13:00:00,9.09,0.69,12.12
512,2023-03-14 13:10:00,8.68,0.61,12.3
513,2023-03-14 13:20:00,9.05,0.69,12.4
514,2023-03-14 13:30:00,9.07,0.7,12.54
515,2023-03-14 13:40:00,9.39,0.75,12.72
